id,liveNameId,venueId,songId
301,live-tour-2021-hello-horizon,15,32
302,live-tour-2021-hello-horizon,15,37
303,live-tour-2021-hello-horizon,15,9
304,live-tour-2021-hello-horizon,15,36
305,live-tour-2021-hello-horizon,15,28
306,live-tour-2021-hello-horizon,15,44
307,live-tour-2021-hello-horizon,15,23
308,live-tour-2021-hello-horizon,15,61
309,live-tour-2021-hello-horizon,15,75
310,live-tour-2022-glow,16,20
311,live-tour-2022-glow,16,45
312,live-tour-2022-glow,16,23
313,live-tour-2022-glow,16,39
314,live-tour-2022-glow,16,74
315,live-tour-2022-glow,16,15
316,live-tour-2022-glow,16,64
317,live-tour-2022-glow,16,60
318,live-tour-2022-glow,16,48
319,live-tour-2022-glow,16,70
320,live-tour-2022-glow,16,51
321,live-tour-2022-glow,16,38
322,live-tour-2022-glow,16,61
323,live-tour-2022-glow,16,13
324,live-tour-2022-glow,16,54
325,live-tour-2022-glow,16,29
326,live-tour-2022-glow,16,28
327,live-tour-2022-glow,16,26
328,live-tour-2022-glow,16,50
329,live-tour-2022-glow,16,47
330,live-tour-2022-glow,16,37
331,live-tour-2022-glow,17,20
332,live-tour-2022-glow,17,45
333,live-tour-2022-glow,17,23
334,live-tour-2022-glow,17,39
335,live-tour-2022-glow,17,74
336,live-tour-2022-glow,17,15
337,live-tour-2022-glow,17,64
338,live-tour-2022-glow,17,60
339,live-tour-2022-glow,17,48
340,live-tour-2022-glow,17,70
341,live-tour-2022-glow,17,51
342,live-tour-2022-glow,17,38
343,live-tour-2022-glow,17,61
344,live-tour-2022-glow,17,59
345,live-tour-2022-glow,17,54
346,live-tour-2022-glow,17,29
347,live-tour-2022-glow,17,28
348,live-tour-2022-glow,17,26
349,live-tour-2022-glow,17,12
350,live-tour-2022-glow,17,27
351,live-tour-2022-glow,17,37
352,live-tour-2022-glow,18,20
353,live-tour-2022-glow,18,45
354,live-tour-2022-glow,18,23
355,live-tour-2022-glow,18,39
356,live-tour-2022-glow,18,74
357,live-tour-2022-glow,18,15
358,live-tour-2022-glow,18,64
359,live-tour-2022-glow,18,60
360,live-tour-2022-glow,18,48
361,live-tour-2022-glow,18,70
362,live-tour-2022-glow,18,51
363,live-tour-2022-glow,18,38
364,live-tour-2022-glow,18,61
365,live-tour-2022-glow,18,13
366,live-tour-2022-glow,18,54
367,live-tour-2022-glow,18,29
368,live-tour-2022-glow,18,28
369,live-tour-2022-glow,18,26
370,live-tour-2022-glow,18,12
371,live-tour-2022-glow,18,27
372,live-tour-2022-glow,18,37
373,live-tour-2022-glow,19,20
374,live-tour-2022-glow,19,45
375,live-tour-2022-glow,19,23
376,live-tour-2022-glow,19,39
377,live-tour-2022-glow,19,74
378,live-tour-2022-glow,19,15
379,live-tour-2022-glow,19,64
380,live-tour-2022-glow,19,60
381,live-tour-2022-glow,19,48
382,live-tour-2022-glow,19,70
383,live-tour-2022-glow,19,51
384,live-tour-2022-glow,19,38
385,live-tour-2022-glow,19,61
386,live-tour-2022-glow,19,59
387,live-tour-2022-glow,19,54
388,live-tour-2022-glow,19,29
389,live-tour-2022-glow,19,28
390,live-tour-2022-glow,19,26
391,live-tour-2022-glow,19,12
392,live-tour-2022-glow,19,27
393,live-tour-2022-glow,19,37
394,live-tour-2022-glow,19,53
395,live-tour-2022-glow,20,20
396,live-tour-2022-glow,20,45
397,live-tour-2022-glow,20,23
398,live-tour-2022-glow,20,39
399,live-tour-2022-glow,20,74
400,live-tour-2022-glow,20,15
401,live-tour-2022-glow,20,64
402,live-tour-2022-glow,20,60
403,live-tour-2022-glow,20,48
404,live-tour-2022-glow,20,70
405,live-tour-2022-glow,20,51
406,live-tour-2022-glow,20,38
407,live-tour-2022-glow,20,61
408,live-tour-2022-glow,20,59
409,live-tour-2022-glow,20,54
410,live-tour-2022-glow,20,29
411,live-tour-2022-glow,20,28
412,live-tour-2022-glow,20,26
413,live-tour-2022-glow,20,50
414,live-tour-2022-glow,20,47
415,live-tour-2022-glow,20,37
416,live-tour-2022-glow,20,13
417,live-tour-2023-scrap-art,23,3
418,live-tour-2023-scrap-art,23,5
419,live-tour-2023-scrap-art,23,71
420,live-tour-2023-scrap-art,23,60
421,live-tour-2023-scrap-art,23,24
422,live-tour-2023-scrap-art,23,6
423,live-tour-2023-scrap-art,23,17
424,live-tour-2023-scrap-art,23,1
425,live-tour-2023-scrap-art,23,8
426,live-tour-2023-scrap-art,23,4
427,live-tour-2023-scrap-art,23,25
428,live-tour-2023-scrap-art,23,43
429,live-tour-2023-scrap-art,23,67
430,live-tour-2023-scrap-art,23,63
431,live-tour-2023-scrap-art,23,16
432,live-tour-2023-scrap-art,23,2
433,live-tour-2023-scrap-art,23,14
434,live-tour-2023-scrap-art,23,61
435,live-tour-2023-scrap-art,23,66
436,live-tour-2023-scrap-art,23,56
437,live-tour-2023-scrap-art,23,73
438,live-tour-2023-scrap-art,24,3
439,live-tour-2023-scrap-art,24,5
440,live-tour-2023-scrap-art,24,71
441,live-tour-2023-scrap-art,24,60
442,live-tour-2023-scrap-art,24,24
443,live-tour-2023-scrap-art,24,6
444,live-tour-2023-scrap-art,24,17
445,live-tour-2023-scrap-art,24,1
446,live-tour-2023-scrap-art,24,8
447,live-tour-2023-scrap-art,24,4
448,live-tour-2023-scrap-art,24,25
449,live-tour-2023-scrap-art,24,51
450,live-tour-2023-scrap-art,24,67
451,live-tour-2023-scrap-art,24,63
452,live-tour-2023-scrap-art,24,16
453,live-tour-2023-scrap-art,24,2
454,live-tour-2023-scrap-art,24,14
455,live-tour-2023-scrap-art,24,61
456,live-tour-2023-scrap-art,24,66
457,live-tour-2023-scrap-art,24,30
458,live-tour-2023-scrap-art,24,73
459,live-tour-2023-scrap-art,21,3
460,live-tour-2023-scrap-art,21,5
461,live-tour-2023-scrap-art,21,58
462,live-tour-2023-scrap-art,21,60
463,live-tour-2023-scrap-art,21,24
464,live-tour-2023-scrap-art,21,6
465,live-tour-2023-scrap-art,21,17
466,live-tour-2023-scrap-art,21,1
467,live-tour-2023-scrap-art,21,8
468,live-tour-2023-scrap-art,21,4
469,live-tour-2023-scrap-art,21,25
470,live-tour-2023-scrap-art,21,43
471,live-tour-2023-scrap-art,21,67
472,live-tour-2023-scrap-art,21,63
473,live-tour-2023-scrap-art,21,16
474,live-tour-2023-scrap-art,21,2
475,live-tour-2023-scrap-art,21,14
476,live-tour-2023-scrap-art,21,61
477,live-tour-2023-scrap-art,21,34
478,live-tour-2023-scrap-art,21,56
479,live-tour-2023-scrap-art,21,73
480,live-tour-2023-scrap-art,22,3
481,live-tour-2023-scrap-art,22,5
482,live-tour-2023-scrap-art,22,58
483,live-tour-2023-scrap-art,22,60
484,live-tour-2023-scrap-art,22,24
485,live-tour-2023-scrap-art,22,6
486,live-tour-2023-scrap-art,22,17
487,live-tour-2023-scrap-art,22,1
488,live-tour-2023-scrap-art,22,8
489,live-tour-2023-scrap-art,22,4
490,live-tour-2023-scrap-art,22,25
491,live-tour-2023-scrap-art,22,51
492,live-tour-2023-scrap-art,22,67
493,live-tour-2023-scrap-art,22,63
494,live-tour-2023-scrap-art,22,16
495,live-tour-2023-scrap-art,22,2
496,live-tour-2023-scrap-art,22,14
497,live-tour-2023-scrap-art,22,61
498,live-tour-2023-scrap-art,22,34
499,live-tour-2023-scrap-art,22,30
500,live-tour-2023-scrap-art,22,73
501,live-tour-2023-scrap-art,26,3
502,live-tour-2023-scrap-art,26,5
503,live-tour-2023-scrap-art,26,58
504,live-tour-2023-scrap-art,26,60
505,live-tour-2023-scrap-art,26,24
506,live-tour-2023-scrap-art,26,6
507,live-tour-2023-scrap-art,26,17
508,live-tour-2023-scrap-art,26,1
509,live-tour-2023-scrap-art,26,8
510,live-tour-2023-scrap-art,26,4
511,live-tour-2023-scrap-art,26,25
512,live-tour-2023-scrap-art,26,43
513,live-tour-2023-scrap-art,26,67
514,live-tour-2023-scrap-art,26,63
515,live-tour-2023-scrap-art,26,16
516,live-tour-2023-scrap-art,26,2
517,live-tour-2023-scrap-art,26,14
518,live-tour-2023-scrap-art,26,61
519,live-tour-2023-scrap-art,26,66
520,live-tour-2023-scrap-art,26,30
521,live-tour-2023-scrap-art,26,73
522,live-tour-2023-scrap-art,26,23
523,inorimachi-town-meeting-2018,27,69
524,inorimachi-town-meeting-2018,27,73
525,inorimachi-town-meeting-2018,27,43
526,inorimachi-town-meeting-2018,27,74
527,inorimachi-town-meeting-2018,27,14
528,inorimachi-town-meeting-2018,27,49
529,inorimachi-town-meeting-2018,28,69
530,inorimachi-town-meeting-2018,28,73
531,inorimachi-town-meeting-2018,28,43
532,inorimachi-town-meeting-2018,28,74
533,inorimachi-town-meeting-2018,28,8
534,inorimachi-town-meeting-2018,28,49
535,inorimachi-town-meeting-2019,29,23
536,inorimachi-town-meeting-2019,29,9
537,inorimachi-town-meeting-2019,29,40
538,inorimachi-town-meeting-2019,29,76
539,inorimachi-town-meeting-2019,29,28
540,inorimachi-town-meeting-2019,29,63
541,inorimachi-town-meeting-2019,30,23
542,inorimachi-town-meeting-2019,30,30
543,inorimachi-town-meeting-2019,30,40
544,inorimachi-town-meeting-2019,30,77
545,inorimachi-town-meeting-2019,30,28
546,inorimachi-town-meeting-2019,30,63
547,inorimachi-town-meeting-2019,31,23
548,inorimachi-town-meeting-2019,31,30
549,inorimachi-town-meeting-2019,31,40
550,inorimachi-town-meeting-2019,31,77
551,inorimachi-town-meeting-2019,31,28
552,inorimachi-town-meeting-2019,31,63
553,inorimachi-town-meeting-2019,32,23
554,inorimachi-town-meeting-2019,32,9
555,inorimachi-town-meeting-2019,32,40
556,inorimachi-town-meeting-2019,32,76
557,inorimachi-town-meeting-2019,32,28
558,inorimachi-town-meeting-2019,32,63
559,inorimachi-town-meeting-2021-second-helping,33,52
560,inorimachi-town-meeting-2021-second-helping,33,69
561,inorimachi-town-meeting-2021-second-helping,33,14
562,inorimachi-town-meeting-2021-second-helping,33,10
563,inorimachi-town-meeting-2021-second-helping,33,11
564,inorimachi-town-meeting-2021-second-helping,34,52
565,inorimachi-town-meeting-2021-second-helping,34,18
566,inorimachi-town-meeting-2021-second-helping,34,14
567,inorimachi-town-meeting-2021-second-helping,34,10
568,inorimachi-town-meeting-2021-second-helping,34,11
569,inorimachi-town-meeting-2023,35,6
570,inorimachi-town-meeting-2023,35,40
571,inorimachi-town-meeting-2023,35,9
572,inorimachi-town-meeting-2023,35,22
573,inorimachi-town-meeting-2023,35,31
574,inorimachi-town-meeting-2023,35,62
575,inorimachi-town-meeting-2023,36,6
576,inorimachi-town-meeting-2023,36,33
577,inorimachi-town-meeting-2023,36,40
578,inorimachi-town-meeting-2023,36,9
579,inorimachi-town-meeting-2023,36,35
580,inorimachi-town-meeting-2023,36,19
581,live-tour-2023-scrap-art,25,3
582,live-tour-2023-scrap-art,25,5
583,live-tour-2023-scrap-art,25,71
584,live-tour-2023-scrap-art,25,60
585,live-tour-2023-scrap-art,25,24
586,live-tour-2023-scrap-art,25,6
587,live-tour-2023-scrap-art,25,17
588,live-tour-2023-scrap-art,25,1
589,live-tour-2023-scrap-art,25,8
590,live-tour-2023-scrap-art,25,4
591,live-tour-2023-scrap-art,25,25
592,live-tour-2023-scrap-art,25,51
593,live-tour-2023-scrap-art,25,67
594,live-tour-2023-scrap-art,25,63
595,live-tour-2023-scrap-art,25,16
596,live-tour-2023-scrap-art,25,2
597,live-tour-2023-scrap-art,25,14
598,live-tour-2023-scrap-art,25,61
599,live-tour-2023-scrap-art,25,34
600,live-tour-2023-scrap-art,25,56
601,live-tour-2023-scrap-art,25,73
602,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,74
603,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,50
604,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,52
605,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,6
606,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,64
607,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,32
608,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,51
609,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,28
610,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,9
611,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,53
612,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,37,69
613,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,74
614,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,50
615,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,52
616,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,6
617,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,64
618,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,32
619,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,51
620,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,28
621,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,42
622,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,53
623,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,38,69
624,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,74
625,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,50
626,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,52
627,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,6
628,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,64
629,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,32
630,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,51
631,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,28
632,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,9
633,inorimachi-town-meeting-2024-acoustic-live-wonder-caravan!-,39,53
